Learner SignUp DateTime,Opportunity Id,Opportunity Name,Opportunity Category,Opportunity End Date,Date of Birth,Gender,Country,Institution Name,Current/Intended Major,Entry created at,Status Description,Status Code,Apply Date,Opportunity Start Date
2023-06-20 15:44:29,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-04-11,Male,India,Geethanjali college of engineering and technology,Other,2024-03-11 12:01:50,Started,1080,2023-06-20 15:51:08,2022-11-03 18:30:39
2023-01-05 16:33:03,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-01-24,Male,India,Saint louis university,Computer Science,2024-03-11 12:01:50,Started,1080,2022-10-05 14:28:56,2022-11-03 18:30:39
2023-10-09 14:36:07,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-12-21,Female,India,Rg kedia college of commerce,Information technology,2024-03-11 12:01:50,Team Allocated,1070,2023-12-25 17:38:45,2022-11-03 18:30:39
2023-01-05 16:33:14,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-11-24,Female,India,SLU,Computer Science and Information Systems,2024-03-11 12:01:50,Started,1080,2022-10-27 06:23:41,2022-11-03 18:30:39
2023-06-23 14:09:16,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-10-03,Male,India,Saint Louis University,Information Systems,2024-03-11 12:01:50,Started,1080,2023-06-23 14:33:34,2022-11-03 18:30:39
2023-12-09 05:37:00,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-01-30,Female,United States,illinois institute of technology,Computer Science,2024-03-11 12:01:50,Team Allocated,1070,2024-01-03 19:25:55,2022-11-03 18:30:39
2023-08-10 12:57:22,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-11-09,Female,India,Saint Louis University,Computer Science,2024-03-11 12:01:50,Team Allocated,1070,2023-08-10 13:56:56,2022-11-03 18:30:39
2023-06-12 10:13:56,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-10-02,Female,India,Guru nanak girls college,Other,2024-03-11 12:01:50,Started,1080,2023-06-12 10:43:14,2022-11-03 18:30:39
2023-06-15 16:57:52,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-03-01,Female,Pakistan,IUB,English Language and Literature,2024-03-11 12:01:50,Started,1080,2023-06-16 17:50:07,2022-11-03 18:30:39
2023-01-05 16:32:31,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-07-17,Female,India,DU,Economics and Econometrics,2024-03-11 12:01:50,Started,1080,2022-11-03 12:15:40,2022-11-03 18:30:39
2023-03-16 09:30:29,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-08-30,Male,India,M..S.bidve engineering college latur,Other,2024-03-11 12:01:51,Started,1080,2023-03-19 08:10:01,2022-11-03 18:30:39
2023-06-13 19:06:26,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2004-09-12,Female,United States,Saint Louis University,Biochemistry,2024-03-11 12:01:51,Started,1080,2023-06-13 19:15:46,2022-11-03 18:30:39
2023-10-08 22:07:43,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-10-01,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2023-11-04 04:05:36,2022-11-03 18:30:39
2023-05-07 05:55:10,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-07-15,Male,India,saint lousis university,Computer and Infromation Sciences,2024-03-11 12:01:51,Started,1080,2023-05-07 07:52:03,2022-11-03 18:30:39
2023-06-13 11:53:01,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2004-11-22,Male,India,Technocrats institute of Technology Excellence,Btech,2024-03-11 12:01:51,Started,1080,2023-06-15 04:38:19,2022-11-03 18:30:39
2023-03-19 16:08:50,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-07-17,Female,India,Pacific Academy of Higher Educational and Research University,Public Health,2024-03-11 12:01:51,Started,1080,2023-03-20 07:22:48,2022-11-03 18:30:39
2023-05-02 12:36:15,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-02-01,Male,India,Saint Louis University,Computer Science,2024-03-11 12:01:51,Started,1080,2023-05-03 06:46:07,2022-11-03 18:30:39
2023-01-05 16:33:05,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-02-10,Female,Pakistan,Homeschooled,Bsc in Computer Science,2024-03-11 12:01:51,Started,1080,2022-10-11 17:26:45,2022-11-03 18:30:39
2023-06-16 05:08:40,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-01-19,Female,Nigeria,University college hospital. Ibadan.,Community Health Officer,2024-03-11 12:01:51,Started,1080,2023-06-16 05:35:14,2022-11-03 18:30:39
2023-12-15 18:42:32,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-11-11,Male,Ghana,University of Cape Coast,Information Technology,2024-03-11 12:01:51,Team Allocated,1070,2024-01-14 13:13:01,2022-11-03 18:30:39
2023-06-12 13:29:38,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1980-09-22,Male,Nigeria,Lagos State University,Business Administration,2024-03-11 12:01:51,Started,1080,2023-06-12 15:36:28,2022-11-03 18:30:39
2023-10-04 14:43:54,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-02-20,Female,Nigeria,University of Uyo,Social S,2024-03-11 12:01:51,Team Allocated,1070,2023-10-04 14:53:10,2022-11-03 18:30:39
2023-10-02 18:00:33,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-07-02,Male,United States,SAINT LOUIS UNIVERSITY,Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2023-10-02 18:30:18,2022-11-03 18:30:39
2023-08-11 22:54:19,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-01-21,Male,United States,Saint Louis University,Computer Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2023-10-19 22:21:44,2022-11-03 18:30:39
2023-12-30 17:42:44,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1992-08-27,Male,Nigeria,Plateau state university bokkos,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2023-12-30 18:32:47,2022-11-03 18:30:39
2023-05-12 17:24:01,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-05-07,Female,India,Gandhi Institute of Technology and Management,Computer Science and Engineering,2024-03-11 12:01:51,Started,1080,2023-05-17 20:31:50,2022-11-03 18:30:39
2023-08-30 23:35:03,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-10-07,Male,United States,saint louis university,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2023-11-30 22:59:08,2022-11-03 18:30:39
2023-03-09 03:50:35,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-06-05,Male,India,Rani durgavati vishwavidyalaya,Computer Science,2024-03-11 12:01:51,Started,1080,2023-03-09 04:28:39,2022-11-03 18:30:39
2023-08-24 03:51:13,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1983-11-15,Male,Nigeria,Nigerian Army School of Medical Sciences,Post Graduate Diploma in Public Health,2024-03-11 12:01:51,Team Allocated,1070,2023-09-16 18:33:11,2022-11-03 18:30:39
2023-06-29 07:22:17,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1991-05-02,Male,Ghana,Illinois Institute of Technology,Computer Science,2024-03-11 12:01:51,Started,1080,2023-07-02 22:19:21,2022-11-03 18:30:39
2023-06-16 10:53:04,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2003-08-25,Female,Bangladesh,Government Sheikh Mujibur Rahman College  Tungipara  Gopalganj,Goodcreativity,2024-03-11 12:01:51,Started,1080,2023-06-17 04:07:51,2022-11-03 18:30:39
2023-04-22 11:12:07,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-09-12,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:01:51,Started,1080,2023-04-22 11:23:59,2022-11-03 18:30:39
2023-06-08 13:54:16,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-12-07,Male,India,Vnr Vignana jyothi institute of engineering and technology,Information technology,2024-03-11 12:01:51,Started,1080,2023-06-10 07:24:51,2022-11-03 18:30:39
2023-08-10 23:20:07,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1989-06-21,Male,India,PVP Siddhartha Institute of Technology,Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2023-08-10 23:37:49,2022-11-03 18:30:39
2023-06-21 18:07:46,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1991-02-26,Female,United States,Saint Louis University,Education and Training,2024-03-11 12:01:51,Started,1080,2023-06-21 18:14:48,2022-11-03 18:30:39
2023-06-23 20:03:40,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1997-06-08,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:01:51,Started,1080,2023-06-23 21:58:30,2022-11-03 18:30:39
2023-06-09 13:39:23,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-03-16,Male,United States,saint louis university,Computer Science,2024-03-11 12:01:51,Started,1080,2023-06-09 14:12:37,2022-11-03 18:30:39
2023-06-10 01:48:53,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-08-23,Female,United States,Saint Louis University,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2023-07-22 11:33:25,2022-11-03 18:30:39
2023-06-02 08:26:32,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1997-01-03,Female,South Africa,University of Johannesburg,Computer Science,2024-03-11 12:01:51,Started,1080,2023-06-02 08:32:10,2022-11-03 18:30:39
2023-04-01 19:38:58,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1993-07-25,Female,Nigeria,Enugu State University of Science and Technology,Project Management,2024-03-11 12:01:51,Started,1080,2023-04-01 19:45:43,2022-11-03 18:30:39
2023-03-20 19:26:43,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2008-04-04,Male,Pakistan,GOVT.BOYS HIGHER SECONDARY SCHOOL,Other,2024-03-11 12:01:51,Started,1080,2023-03-20 19:33:45,2022-11-03 18:30:39
2023-07-25 12:58:49,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-01-05,Male,United States,Saint Louis University,Artificial Intelligence,2024-03-11 12:01:51,Team Allocated,1070,2023-07-25 14:17:23,2022-11-03 18:30:39
2024-01-30 05:45:52,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-05-29,Male,India,st peters institute of higher education and research,Chemistry,2024-03-11 12:01:51,Team Allocated,1070,2024-02-01 09:07:04,2022-11-03 18:30:39
2023-01-05 16:33:35,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1981-07-06,Male,Germany,Saint Louis University,Cybersecurity,2024-03-11 12:01:51,Started,1080,2022-12-20 01:46:58,2022-11-03 18:30:39
2023-05-01 15:19:37,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-08-07,Female,India,Saint Louis University,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2023-11-15 20:09:48,2022-11-03 18:30:39
2023-07-11 01:49:28,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-08-21,Male,India,REVA UNIVERSITY,Other,2024-03-11 12:01:51,Team Allocated,1070,2023-08-03 20:34:39,2022-11-03 18:30:39
2023-01-05 16:33:17,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2005-08-20,Male,India,Vidya Valley International,Computer Science,2024-03-11 12:01:51,Started,1080,2022-11-05 01:22:36,2022-11-03 18:30:39
2023-06-01 07:16:13,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1989-08-21,Male,Ghana,University of Ghana,Computer Engineering,2024-03-11 12:01:51,Started,1080,2023-06-01 08:13:59,2022-11-03 18:30:39
2023-08-30 07:32:44,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-11-27,Female,India,SRM Institute of Science and Technology  Ramapuram,Computer Science and Engineering,2024-03-11 12:01:51,Team Allocated,1070,2024-01-16 19:33:31,2022-11-03 18:30:39
2023-08-30 07:32:44,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-07-16,Female,Nigeria,The Apostolic Secondary Grammar School Ugep,Law and Legal Studies,2024-03-11 12:01:51,Started,1080,2024-01-16 19:33:31,2022-11-03 18:30:39
2023-06-06 13:48:40,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2003-07-04,Female,Pakistan,Punjab university lahore,Bachelor,2024-03-11 12:01:51,Started,1080,2023-06-06 19:01:14,2022-11-03 18:30:39
2023-06-19 10:24:21,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-08-19,Female,Nigeria,Bowen University,Nursing,2024-03-11 12:01:51,Started,1080,2023-06-19 11:00:52,2022-11-03 18:30:39
2023-07-01 12:10:58,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-03-14,Female,India,saint louis university,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2023-06-19 11:00:52,2022-11-03 18:30:39
2023-11-12 07:59:54,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-12-08,Male,India,vidya jyothi institute of technology,Electronics and Communication,2024-03-11 12:01:51,Team Allocated,1070,2023-11-12 11:30:00,2022-11-03 18:30:39
2024-02-15 08:11:53,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1993-03-07,Female,India,JNTU,Computer Science and Engineering,2024-03-11 12:01:51,Team Allocated,1070,2024-02-15 08:18:44,2022-11-03 18:30:39
2023-06-22 22:31:58,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-01-10,Male,United States,New York University,Cyber Security,2024-03-11 12:01:51,Team Allocated,1070,2023-09-07 22:03:42,2022-11-03 18:30:39
2023-08-16 21:02:25,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-03-16,Male,Nigeria,Federal University  Oye Ekiti,Civil Engineering,2024-03-11 12:01:51,Team Allocated,1070,2024-01-06 17:56:05,2022-11-03 18:30:39
2023-05-05 04:50:10,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2003-09-29,Male,India,Ujjain engineering college,Chemical Engineering,2024-03-11 12:01:51,Started,1080,2023-05-05 05:29:39,2022-11-03 18:30:39
2023-08-05 20:21:53,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1990-08-23,Male,Nigeria,University of Maidugurí,Monitoring and Evaluation,2024-03-11 12:01:51,Team Allocated,1070,2023-08-09 20:45:59,2022-11-03 18:30:39
2023-01-14 05:34:04,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2005-09-21,Male,Bangladesh,Government Science College,Aerospace Engineering,2024-03-11 12:01:51,Started,1080,2023-01-14 06:06:01,2022-11-03 18:30:39
2023-07-25 03:08:21,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2005-07-30,Male,India,Jerce University,Computer Science and Engineering,2024-03-11 12:01:51,Team Allocated,1070,2023-07-25 03:47:13,2022-11-03 18:30:39
2023-06-25 02:04:46,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2000-12-12,Male,Ghana,Pentecost University,Other,2024-03-11 12:01:51,Team Allocated,1070,2023-07-11 16:55:06,2022-11-03 18:30:39
2023-06-08 21:43:57,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-08-07,Male,United States,Saint Louis University,Supply Chain Management,2024-03-11 12:01:51,Started,1080,2023-07-11 16:55:06,2022-11-03 18:30:39
2023-02-05 03:08:35,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2005-06-03,Female,United States,Illinois Institute of Techonology,Architecture,2024-03-11 12:01:51,Team Allocated,1070,2023-07-07 23:00:23,2022-11-03 18:30:39
2023-10-16 19:34:53,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-06-04,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2023-12-07 05:27:49,2022-11-03 18:30:39
2023-01-18 16:38:51,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-05-30,Male,Ghana,Accra Technical University,Accounting and Finance,2024-03-11 12:01:51,Started,1080,2023-01-18 17:04:21,2022-11-03 18:30:39
2023-02-07 11:07:48,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-12-05,Male,United States,University of Management and Technology,Business and Management Studies,2024-03-11 12:01:51,Team Allocated,1070,2023-02-07 11:28:37,2022-11-03 18:30:39
2024-01-29 20:46:01,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2004-03-18,Female,Gambia,Nusrat Senior Secondary School,Economics,2024-03-11 12:01:51,Team Allocated,1070,2024-01-29 22:28:54,2022-11-03 18:30:39
2024-02-20 21:20:22,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-10-31,Female,United States,Illinois Institute of Technology,Information Technology and Management,2024-03-11 12:01:51,Team Allocated,1070,2024-02-20 21:29:31,2022-11-03 18:30:39
2023-05-28 16:13:55,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-06-23,Male,India,Jiet,Electrical Engineer,2024-03-11 12:01:51,Started,1080,2023-05-28 16:32:24,2022-11-03 18:30:39
2023-10-29 03:21:02,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-07-04,Male,India,SR ENGINEERING COLLEGE,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2023-10-30 06:00:11,2022-11-03 18:30:39
2023-06-17 13:27:11,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1995-07-27,Male,Uganda,Saint Louis University,Business Analytics,2024-03-11 12:01:51,Started,1080,2023-06-18 10:25:56,2022-11-03 18:30:39
2023-06-10 10:35:02,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-04-25,Male,Pakistan,Agriculture university Peshawar,Computer Applications,2024-03-11 12:01:51,Started,1080,2023-06-10 10:55:56,2022-11-03 18:30:39
2023-06-19 02:33:40,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2005-01-19,Female,United States,Saint Louis University,Electrical Engineering,2024-03-11 12:01:51,Started,1080,2023-06-19 03:23:58,2022-11-03 18:30:39
2024-01-19 19:38:32,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-07-01,Female,United States,Saint Louis University,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2024-01-31 15:56:33,2022-11-03 18:30:39
2023-07-22 14:02:32,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1998-10-03,Female,Nigeria,Nnamdi azikiwe University,Linguistics,2024-03-11 12:01:51,Team Allocated,1070,2023-10-13 22:21:43,2022-11-03 18:30:39
2023-08-14 22:55:57,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2003-07-15,Female,United States,Saint Louis University- Madrid,International Business Management,2024-03-11 12:01:51,Team Allocated,1070,2023-12-18 22:11:49,2022-11-03 18:30:39
2023-02-23 14:55:00,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-08-02,Male,India,Andhra Loyola Institute of engineering and technology,Cyber Security,2024-03-11 12:01:51,Started,1080,2023-02-23 15:02:25,2022-11-03 18:30:39
2023-10-07 02:34:19,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2002-04-25,Male,United States,Saint Louis University,Computer Science and Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2024-02-12 18:18:09,2022-11-03 18:30:39
2023-06-25 08:10:58,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2004-05-28,Female,India,Annamalai University,Artificial Intelligence and Machine learning,2024-03-11 12:01:51,Started,1080,2023-06-25 08:34:49,2022-11-03 18:30:39
2023-03-30 02:34:14,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2003-05-25,Male,India,G.L.A University  mathura,Computer Science and Engineering,2024-03-11 12:01:51,Started,1080,2023-03-30 02:57:20,2022-11-03 18:30:39
2023-08-09 18:03:58,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1996-08-10,Female,United States,Saint Louis University,Public Health,2024-03-11 12:01:51,Team Allocated,1070,2023-08-10 02:32:08,2022-11-03 18:30:39
2023-07-09 07:00:35,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-02-24,Female,United States,Vignana Bharathi Institute of Technology,Cyber Security,2024-03-11 12:01:51,Team Allocated,1070,2023-08-10 02:32:08,2022-11-03 18:30:39
2023-03-24 23:56:20,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1999-12-12,Female,Pakistan,Govt graduate science college Multan,Statistics,2024-03-11 12:01:51,Started,1080,2023-08-10 02:32:08,2022-11-03 18:30:39
2023-06-17 18:52:42,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,1997-10-12,Female,India,Mariani College,Geography,2024-03-11 12:01:51,Started,1080,2023-06-17 19:14:00,2022-11-03 18:30:39
2023-04-28 07:06:36,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-12-03,Male,India,Saint Louis University,Computer Science,2024-03-11 12:01:51,Team Allocated,1070,2024-02-21 05:47:16,2022-11-03 18:30:39
2023-06-14 07:08:55,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2004-06-07,Female,India,TJohn Institute of Technology,Artificial Intelligence and Robotics,2024-03-11 12:01:51,Started,1080,2023-06-21 06:44:34,2022-11-03 18:30:39
2023-07-06 11:21:45,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2005-12-16,Male,India,Delhi Public School,Computer Science,2024-03-11 12:01:51,Started,1080,2023-07-06 11:28:32,2022-11-03 18:30:39
2023-10-04 17:15:13,00000000-0GN2-A0AY-7XK8-C5FZPP,Career Essentials: Getting Started with Your Professional Journey,Course,2024-06-29 18:52:39,2001-09-04,Male,United States,Saint Louis University,Computer Information Systems,2024-03-11 12:01:51,Team Allocated,1070,2023-10-04 17:31:51,2022-11-03 18:30:39
